job_type,model,dataset_size,batch_size,epochs,worker_cpu,worker_gpu,worker_mem,runtime
preprocessing,polynomial_regression,16569,128,1,8,1,32768,8.839424351
feature_extraction,polynomial_regression,11099,32,5,16,1,32768,6.659181735
feature_extraction,bert-base,7297,16,1,16,3,65536,14.52587458
training,resnet50,17284,32,4,16,2,32768,61.06231038
preprocessing,support_vector_machine (svm),1520,32,1,16,2,16384,0.550443665
preprocessing,xgboost,29462,32,2,8,2,16384,18.1281851
feature_extraction,k-means,10727,64,3,8,4,16384,1.043864025
inference,gpt2,25264,128,4,8,2,16384,1.812345513
evaluation,catboost,10576,128,2,8,2,16384,0.801186934
training,random_forest,9419,64,2,16,1,65536,3.877880054
evaluation,linear_regression,23392,64,2,8,1,16384,6.325953307
inference,resnet50,26408,16,3,16,2,32768,87.65996764
training,naive_bayes,26420,64,2,8,2,16384,10.72379595
evaluation,efficientnet,14912,32,4,4,4,16384,17.43367203
training,lstm,20094,16,1,8,1,32768,103.7407157
preprocessing,random_forest,19262,16,1,8,3,32768,7.490255188
preprocessing,k-means,4181,16,2,4,1,65536,2.46831387
evaluation,yolo,45246,64,1,16,1,32768,15.68040618
training,support_vector_machine (svm),26463,64,3,8,1,16384,18.22408113
training,efficientnet,50012,32,3,32,3,32768,84.25862753
training,bert-large,99371,128,1,4,1,32768,9.398730713
inference,logistic_regression,6902,32,5,4,3,32768,4.893418559
training,vgg19,4488,128,1,16,1,32768,0.294797627
feature_extraction,logistic_regression,19779,16,4,8,1,65536,51.78105753
training,naive_bayes,8049,128,5,16,1,65536,1.661229317
evaluation,efficientnet,38448,32,2,32,3,16384,29.65594397
inference,vit-base,4531,64,1,8,1,8192,1.642451627
feature_extraction,k-nearest_neighbors (k-nn),22149,16,2,4,3,16384,52.34145979
feature_extraction,support_vector_machine (svm),106637,16,1,8,1,32768,298.0699581
training,vgg19,23330,16,4,8,3,16384,349.4228238
training,yolo,14840,16,5,16,1,8192,331.6348761
feature_extraction,random_forest,27245,32,1,4,4,32768,15.51596531
inference,k-means,58748,16,5,8,2,32768,143.5666802
evaluation,lightgbm,6284,64,2,8,2,65536,1.62267263
preprocessing,naive_bayes,79276,128,3,8,1,32768,46.33609741
feature_extraction,resnet50,53212,16,3,16,1,8192,223.7320565
feature_extraction,lstm,6764,16,2,16,3,32768,14.91697473
training,vit-base,7158,32,2,4,2,65536,17.64792778
evaluation,gpt2,28567,64,1,16,3,32768,5.871392972
training,principal_component_analysis (pca),8430,32,2,8,4,8192,10.05906723
inference,catboost,128043,128,1,8,4,8192,4.876941227
inference,k-means,15575,128,3,8,1,32768,0.764569109
preprocessing,yolo,70288,16,1,16,1,16384,47.03317601
inference,vit-base,4560,16,4,16,3,32768,13.06120893
feature_extraction,principal_component_analysis (pca),30150,128,5,4,2,8192,1.599446221
preprocessing,vgg16,52208,32,5,4,2,32768,40.53680889
feature_extraction,support_vector_machine (svm),16922,16,2,8,2,16384,39.48732464
training,random_forest,108017,64,1,4,4,32768,18.85974481
training,gru,12357,16,1,4,1,16384,85.82943261
evaluation,linear_regression,21392,32,2,16,2,32768,15.03660914
training,support_vector_machine (svm),17194,64,3,16,2,16384,7.596790422
inference,k-means,13674,16,5,16,2,16384,32.33625761
training,efficientnet,38252,32,1,32,1,16384,39.67171357
evaluation,logistic_regression,3800,128,2,4,1,32768,0.298985504
preprocessing,mobilenet,47300,16,5,8,1,8192,39.44838442
preprocessing,gpt2-medium,28473,128,5,16,1,65536,16.69067231
feature_extraction,k-nearest_neighbors (k-nn),80060,16,2,16,1,32768,165.8774018
evaluation,gru,67296,32,1,8,1,16384,121.9217316
preprocessing,gru,45284,16,2,16,4,32768,14.92821525
feature_extraction,resnet50,50393,64,4,8,3,32768,8.389864291
inference,k-nearest_neighbors (k-nn),3175,16,2,16,1,8192,11.10917874
feature_extraction,vgg16,70302,128,5,16,1,32768,3.517840888
feature_extraction,xgboost,7433,16,5,8,2,16384,21.5914142
evaluation,random_forest,60282,16,3,16,1,65536,227.560912
preprocessing,catboost,8861,32,5,4,2,65536,5.022416615
feature_extraction,polynomial_regression,51120,64,2,8,1,32768,8.126676027
preprocessing,polynomial_regression,71903,32,1,16,2,16384,28.61530884
training,mobilenet,21455,16,3,8,1,16384,301.298906
preprocessing,xgboost,20498,32,5,4,3,16384,12.71449013
preprocessing,vgg16,36142,32,3,4,2,32768,28.93566688
feature_extraction,k-means,25680,128,2,16,2,65536,0.702365213
feature_extraction,k-nearest_neighbors (k-nn),127979,16,1,16,2,32768,209.1640241
feature_extraction,principal_component_analysis (pca),4505,16,2,16,3,65536,6.773360451
preprocessing,xgboost,26143,16,1,8,1,65536,17.4071479
inference,resnet50,15532,32,2,8,2,32768,17.27134148
inference,efficientnet,11284,64,2,8,1,65536,3.536194942
inference,vit-base,2127,32,1,32,3,16384,1.347525887
training,linear_regression,1748,32,5,16,2,32768,5.130986885
feature_extraction,vgg19,6284,128,5,8,1,32768,0.420205486
feature_extraction,logistic_regression,118757,64,1,8,2,65536,15.54392673
training,gru,4967,16,4,8,3,65536,60.20495272
training,xgboost,35302,32,2,8,2,32768,53.26129258
feature_extraction,naive_bayes,14168,16,5,32,1,16384,31.23441526
inference,xgboost,33733,128,1,16,1,65536,1.531644891
preprocessing,vgg19,40578,32,2,16,2,32768,20.64348244
preprocessing,vit-base,19813,32,1,16,2,16384,12.38664943
preprocessing,linear_regression,4746,16,2,8,1,16384,3.007331282
inference,principal_component_analysis (pca),38940,16,5,8,1,32768,139.8936393
inference,random_forest,64271,32,1,16,2,16384,47.08011504
feature_extraction,gpt2,67124,16,1,16,2,32768,165.6428025
feature_extraction,support_vector_machine (svm),9491,64,1,8,4,65536,0.784730379
feature_extraction,lightgbm,4429,32,5,8,2,65536,2.929058002
feature_extraction,random_forest,97041,16,5,32,3,32768,157.862326
training,lightgbm,48839,16,4,8,4,65536,380.5199834
preprocessing,resnet101,3576,16,3,8,1,32768,3.182308979
training,gru,62354,16,1,4,1,65536,343.7309905
training,yolo,24193,32,3,16,2,32768,56.82748878
preprocessing,bert-large,4114,32,1,16,1,16384,2.893733127
feature_extraction,naive_bayes,10504,16,1,8,2,16384,28.71757796
evaluation,resnet101,8738,32,1,16,2,32768,8.65932501
preprocessing,xgboost,30609,16,3,8,2,32768,16.63778243
preprocessing,k-means,9662,32,1,16,2,8192,4.344723208
feature_extraction,principal_component_analysis (pca),33590,128,1,8,2,16384,1.286936543
preprocessing,gpt2,22071,64,2,8,1,65536,15.28139542
evaluation,catboost,29571,128,5,16,1,32768,1.78482579
feature_extraction,bert-base,162589,32,1,8,3,16384,127.0665589
preprocessing,lightgbm,15597,128,1,8,2,32768,8.776671347
preprocessing,resnet50,87005,64,2,8,1,8192,88.50885097
preprocessing,vgg19,37841,32,1,32,4,8192,14.30820411
feature_extraction,k-nearest_neighbors (k-nn),26071,32,1,16,4,16384,8.778625256
evaluation,lstm,77488,128,3,16,1,65536,5.617085469
evaluation,vit-base,10212,32,2,8,2,32768,13.16244931
training,gpt2-medium,24979,16,5,16,1,16384,509.5337674
feature_extraction,gpt2-medium,26924,64,3,16,4,65536,2.863143215
preprocessing,mobilenet,15582,64,4,8,2,32768,8.699117914
preprocessing,efficientnet,8128,64,5,16,2,16384,4.685296436
evaluation,vgg19,14665,32,1,32,4,8192,10.12330397
training,linear_regression,179619,16,3,8,2,8192,1649.319107
feature_extraction,yolo,63274,16,3,16,1,65536,197.5927031
training,polynomial_regression,41780,32,1,16,2,32768,22.27546377
evaluation,vit-base,9683,64,5,4,2,32768,3.953763241
preprocessing,lightgbm,10108,32,2,4,1,32768,8.189544125
feature_extraction,gru,57944,16,5,16,1,16384,235.5093109
training,k-nearest_neighbors (k-nn),88761,128,5,8,1,65536,24.24379473
feature_extraction,k-means,156162,16,1,32,2,8192,325.4089051
evaluation,naive_bayes,2929,128,5,16,4,8192,0.104257574
preprocessing,logistic_regression,10314,64,4,16,4,16384,2.434059186
feature_extraction,linear_regression,28658,32,1,4,3,32768,16.60160587
evaluation,gpt2-medium,1030,32,1,8,2,16384,1.473345415
preprocessing,polynomial_regression,10747,128,3,16,2,32768,3.63338088
inference,bert-base,41485,64,2,4,3,32768,9.939233586
training,gpt2-medium,6841,16,3,32,1,32768,67.85472705
training,yolo,27949,16,1,8,2,16384,121.7164987
feature_extraction,vgg16,6031,16,2,8,1,65536,25.62435587
preprocessing,bert-large,91255,32,5,16,2,32768,50.58000985
evaluation,catboost,33324,16,1,8,3,32768,122.6956102
inference,bert-large,4562,128,3,16,1,32768,0.311243542
preprocessing,gpt2-medium,28118,32,2,16,1,16384,20.23820615
evaluation,linear_regression,36304,16,2,8,1,16384,185.434926
feature_extraction,random_forest,15903,16,5,16,1,16384,47.21835753
preprocessing,resnet101,11272,16,3,4,2,32768,8.619087075
evaluation,yolo,18577,64,2,4,1,8192,10.9052133
feature_extraction,bert-large,55195,16,2,16,4,16384,104.4392382
evaluation,principal_component_analysis (pca),7020,16,1,32,3,16384,16.87855592
preprocessing,mobilenet,3515,32,1,16,1,8192,2.410033022
training,resnet50,59174,16,2,8,1,32768,652.7822246
evaluation,gpt2-medium,48459,16,5,8,3,8192,243.9150859
training,mobilenet,6781,128,3,8,3,65536,0.751582823
feature_extraction,k-nearest_neighbors (k-nn),7839,32,1,8,2,32768,4.721160389
evaluation,gru,73534,64,4,4,2,32768,25.95314761
evaluation,vit-base,8457,64,1,16,2,32768,2.074053161
feature_extraction,k-nearest_neighbors (k-nn),7754,64,5,16,1,32768,1.181901538
training,catboost,18732,32,5,16,1,16384,83.04895199
training,principal_component_analysis (pca),20736,32,3,16,4,65536,20.93646061
feature_extraction,k-nearest_neighbors (k-nn),64832,64,4,8,1,16384,12.18323513
feature_extraction,resnet101,11341,16,1,8,4,16384,30.94187274
feature_extraction,gpt2,20104,32,5,8,3,32768,15.14597681
training,vgg19,7704,16,1,8,2,65536,32.07832569
inference,polynomial_regression,37280,32,1,8,1,8192,42.14936165
feature_extraction,random_forest,40534,32,1,8,3,32768,23.74957521
preprocessing,naive_bayes,13151,64,3,16,1,65536,5.006676423
training,bert-large,37151,16,1,16,3,32768,101.5084204
evaluation,xgboost,51078,32,1,16,1,8192,63.73691132
preprocessing,catboost,10100,16,2,16,1,32768,5.032385284
feature_extraction,efficientnet,23718,128,4,4,2,32768,1.477460738
preprocessing,polynomial_regression,74296,16,1,32,1,32768,28.77175286
evaluation,logistic_regression,28270,32,4,32,1,65536,19.30869691
training,efficientnet,41294,16,1,16,3,32768,101.0708842
evaluation,vit-base,10740,64,1,32,1,32768,3.123690448
evaluation,bert-base,27215,16,3,32,3,65536,75.65264912
feature_extraction,linear_regression,17851,64,1,8,1,8192,3.669612194
preprocessing,vgg16,87111,32,5,4,1,32768,83.20012488
evaluation,vit-base,28945,64,2,16,3,32768,5.736356739
training,resnet101,12451,128,2,16,4,16384,0.85283534
training,gpt2,19990,16,1,16,4,65536,40.39602913
training,lstm,23263,32,1,8,1,32768,26.61213063
preprocessing,principal_component_analysis (pca),20026,32,5,16,4,16384,5.128507966
preprocessing,yolo,4218,16,1,8,4,32768,1.877381349
feature_extraction,logistic_regression,13521,128,5,16,3,32768,0.325155975
inference,gpt2,45841,32,4,16,1,32768,42.51574415
evaluation,resnet101,2489,16,1,8,3,65536,9.948083051
inference,logistic_regression,14433,64,3,8,4,65536,1.605168639
feature_extraction,vgg16,19970,32,1,32,1,65536,14.22248029
inference,gru,21018,128,3,32,1,16384,1.167345951
training,resnet101,25730,32,1,32,3,32768,15.64709536
feature_extraction,yolo,26032,32,4,16,2,8192,22.86941326
evaluation,lightgbm,19318,32,1,8,2,32768,17.67348154
inference,principal_component_analysis (pca),33715,16,1,8,2,8192,101.4046393
preprocessing,gru,39817,32,3,16,3,65536,15.7171127
inference,random_forest,22239,16,2,8,1,65536,92.89220994
evaluation,linear_regression,1690,16,4,16,1,16384,6.686996174
inference,vgg19,38880,32,4,8,2,65536,33.80737458
preprocessing,support_vector_machine (svm),46240,16,3,16,2,16384,18.50440914
preprocessing,efficientnet,30204,64,4,8,1,32768,23.59745815
evaluation,efficientnet,64385,32,2,32,3,16384,49.83501361
preprocessing,resnet50,40843,32,2,4,3,16384,27.26980715
preprocessing,support_vector_machine (svm),6682,16,1,16,4,65536,1.337505786
evaluation,k-means,10978,16,5,16,4,8192,23.79679324
training,k-means,5595,64,1,16,1,16384,1.000205477
inference,gru,3174,64,5,16,1,32768,0.742115752
feature_extraction,resnet50,18769,16,2,4,1,32768,100.9978976
training,catboost,41663,128,5,8,3,32768,8.285127521
evaluation,random_forest,85129,128,2,8,1,65536,5.770763182
inference,vit-base,14806,16,1,8,2,32768,57.63360682
evaluation,vgg16,53692,32,1,4,4,32768,52.34213084
inference,random_forest,11749,32,1,8,1,16384,13.0563709
feature_extraction,xgboost,5265,64,2,8,1,32768,1.103730729
training,vgg16,20384,32,2,8,1,65536,46.02892241
preprocessing,xgboost,6827,16,1,16,1,32768,3.742789499
training,k-means,14175,32,3,8,4,65536,16.83017152
feature_extraction,bert-base,67027,128,3,16,1,32768,3.780864387
evaluation,k-means,12612,128,2,16,1,65536,0.64757415
training,k-nearest_neighbors (k-nn),6429,16,5,8,1,32768,113.6929864
inference,gru,11965,16,1,16,3,16384,38.53474223
training,random_forest,4709,64,5,8,1,32768,5.513867999
feature_extraction,resnet50,12953,16,2,8,3,16384,44.3345151
evaluation,resnet101,58431,16,2,4,2,16384,425.5713313
evaluation,vgg16,17486,128,1,8,1,32768,1.653449037
training,vgg16,2378,16,2,16,3,65536,11.25818687
preprocessing,catboost,19508,128,5,4,2,65536,11.8259338
preprocessing,bert-large,197522,16,1,4,3,8192,145.6928338
inference,logistic_regression,37927,16,5,8,2,32768,92.27958592
evaluation,bert-base,1921,128,4,32,2,65536,0.109590904
feature_extraction,k-nearest_neighbors (k-nn),112429,32,1,32,1,8192,68.39402925
training,support_vector_machine (svm),17104,128,5,8,2,32768,3.435099966
preprocessing,bert-base,45586,32,2,16,3,65536,17.64633271
evaluation,vgg16,3373,32,4,16,2,32768,3.452886546
inference,gru,14157,32,1,8,1,32768,19.08402473
training,vgg16,55622,16,4,16,3,8192,760.5165338
training,bert-large,17354,32,1,16,1,16384,18.97048571
inference,random_forest,2764,64,4,16,2,65536,0.427328886
evaluation,logistic_regression,13688,16,2,16,4,16384,28.39474469
inference,lightgbm,80978,16,4,16,3,32768,176.7312657
preprocessing,gpt2,40060,16,5,32,1,65536,23.03801418
evaluation,gru,23072,64,2,8,3,65536,6.319738908
training,vgg19,7831,16,3,8,1,65536,113.124951
feature_extraction,logistic_regression,15822,16,1,16,1,32768,32.04363691
preprocessing,catboost,33599,16,3,8,1,32768,19.80787793
feature_extraction,catboost,29857,16,2,4,2,65536,96.48077511
inference,gpt2,6337,32,2,16,1,8192,8.3818648
evaluation,resnet101,38078,16,1,16,2,16384,165.8359993
preprocessing,mobilenet,10268,16,4,16,2,32768,4.14004744
inference,vgg19,30223,64,5,32,1,32768,6.077854882
inference,k-means,140589,64,5,16,1,65536,21.47363195
evaluation,resnet101,27416,128,3,8,3,16384,1.85501285
training,k-nearest_neighbors (k-nn),16677,16,1,16,4,32768,25.66957344
preprocessing,yolo,57926,32,1,16,1,16384,37.62215242
evaluation,resnet50,4740,128,2,16,2,32768,0.308811911
inference,vgg16,6622,16,2,8,1,32768,33.83486467
evaluation,resnet50,22594,32,1,16,2,32768,22.40746459
feature_extraction,efficientnet,9896,64,2,16,1,32768,1.937155851
feature_extraction,lightgbm,56618,128,1,32,2,65536,1.564425627
inference,support_vector_machine (svm),22593,16,1,4,2,32768,69.76252715
feature_extraction,yolo,9063,128,3,16,1,65536,0.481841536
training,yolo,152423,16,5,32,2,16384,2407.986425
inference,resnet50,22711,16,2,16,2,16384,82.85204727
inference,k-nearest_neighbors (k-nn),13638,32,1,16,4,65536,5.076106357
preprocessing,k-nearest_neighbors (k-nn),37102,16,2,8,1,65536,17.88014931
preprocessing,catboost,25396,16,1,4,1,65536,20.13507712
preprocessing,k-nearest_neighbors (k-nn),49321,64,3,8,2,16384,24.11950487
evaluation,vgg16,25933,64,2,16,1,65536,8.325089174
training,vgg16,60421,16,1,32,2,32768,183.4158105
inference,naive_bayes,50835,16,4,8,4,16384,102.8436756
training,k-means,4924,64,1,8,1,16384,1.166783124
training,gru,10894,128,4,32,3,65536,1.613506782
inference,vgg19,16853,64,2,32,1,32768,3.611281156
training,k-means,7854,16,4,16,2,16384,82.7260361
feature_extraction,gpt2-medium,75301,64,5,8,1,32768,19.43229276
training,efficientnet,10988,32,1,8,2,16384,13.45340955
preprocessing,polynomial_regression,25791,32,2,16,1,16384,13.38947091
evaluation,lstm,75703,16,2,8,1,65536,427.3688656
inference,xgboost,59041,16,5,16,3,32768,115.8462931
training,logistic_regression,130610,32,4,32,1,32768,300.5383914
preprocessing,vgg19,66884,16,2,16,2,32768,31.69639572
evaluation,lstm,10636,64,2,16,2,65536,2.754108187
training,linear_regression,18496,16,1,8,2,16384,51.02334802
training,random_forest,75850,64,2,16,2,65536,21.09840118
inference,resnet101,97515,16,1,16,2,32768,286.197393
feature_extraction,efficientnet,10929,16,5,8,4,16384,27.97186983
feature_extraction,vgg19,6736,64,1,16,2,65536,1.104662458
evaluation,lightgbm,6716,16,1,8,3,32768,21.4529737
feature_extraction,k-nearest_neighbors (k-nn),32589,128,2,8,1,65536,1.284700279
evaluation,support_vector_machine (svm),9088,32,3,16,3,65536,4.496847652
evaluation,linear_regression,15082,16,1,16,4,65536,27.03096434
preprocessing,vgg19,7740,32,4,8,2,16384,5.065836669
inference,mobilenet,32226,16,5,16,4,65536,56.74622459
preprocessing,naive_bayes,36463,32,5,4,1,16384,28.56602393
preprocessing,naive_bayes,25212,32,1,32,3,16384,6.898801872
training,random_forest,24237,16,1,8,2,8192,91.50997639
preprocessing,mobilenet,15657,32,1,16,3,16384,5.709595532
preprocessing,lightgbm,7487,64,1,8,2,32768,3.781580208
training,vgg19,66264,64,2,8,1,32768,42.64575016
preprocessing,mobilenet,13186,64,1,4,1,16384,11.08402941
training,bert-base,72121,16,5,8,4,16384,1050.623789
feature_extraction,linear_regression,26258,32,4,8,3,8192,16.23385531
inference,random_forest,18984,64,2,8,2,32768,3.791599284
inference,support_vector_machine (svm),40314,16,4,16,1,32768,114.8599039
training,logistic_regression,39901,64,4,32,1,32768,21.35831541
inference,catboost,13241,64,1,16,2,16384,2.547078185
training,lstm,183546,32,1,4,1,32768,294.5140604
evaluation,random_forest,25157,64,3,8,2,32768,6.59557254
training,gpt2,51994,32,5,16,2,8192,275.5232591
inference,naive_bayes,25646,32,5,4,2,32768,20.13040322
inference,lstm,2919,32,3,8,3,32768,2.655649542
evaluation,linear_regression,10669,64,2,16,1,32768,2.068347067
feature_extraction,efficientnet,25683,32,4,8,3,65536,16.68123213
inference,vit-base,193486,16,2,8,4,65536,482.4534429
preprocessing,k-means,82159,16,5,8,2,32768,35.58324605
training,principal_component_analysis (pca),28466,16,1,16,2,8192,79.37715018
inference,gpt2,6482,32,1,8,2,16384,7.200642458
preprocessing,resnet101,113647,32,2,16,2,16384,61.63142954
inference,vgg16,10917,32,5,16,1,16384,12.72328012
evaluation,vgg19,36159,32,1,4,1,16384,81.43914517
feature_extraction,vgg16,35952,64,2,16,1,65536,6.568831555
inference,bert-large,19169,32,3,8,2,32768,19.87322737
evaluation,efficientnet,73517,128,1,16,2,32768,4.411766887
training,xgboost,14370,128,3,32,3,16384,1.339749389
preprocessing,lstm,16101,32,1,16,4,32768,5.923832009
training,principal_component_analysis (pca),70768,32,2,16,3,32768,59.7401434
